10401132	1	150	\N	1000	Massive boost to Dark allies' ATK . All Dark allies gain 15% ATK Up (Stackable / Max: 45%) and 15% DEF Up (Stackable / Max: 45%) when an ally is knocked out.
10401132	2	1	\N	1001	20% boost to Dark allies' DMG Cap in Arcarum.
10401132	2	200	\N	1001	20% boost to Dark allies' DMG Cap in Arcarum. 5% boost to Dark allies' DMG Cap.
10401132	3	120	\N	375	Small boost to Dark allies' ATK and max HP
10401133	1	1	\N	276	Medium boost to dark allies' ATK and critical hit rate
10401133	2	1	\N	1021	Slight chance to dodge and counter (medium DMG) for dark allies
10401133	3	120	\N	191	Small boost to dark allies' multiattack rate
10401134	1	1	\N	1038	When main weapon (MC only): Spellbound Salsa no longer lowers max HP.
10401134	2	1	\N	1039	When main weapon (MC only): Extend Two to Tango 's effect duration by 1 turn.
10401135	1	1	\N	1038	When main weapon (MC only): Spellbound Salsa no longer lowers max HP.
10401135	2	1	\N	1039	When main weapon (MC only): Extend Two to Tango 's effect duration by 1 turn.
10401136	1	1	\N	1038	When main weapon (MC only): Spellbound Salsa no longer lowers max HP.
10401136	2	1	\N	1039	When main weapon (MC only): Extend Two to Tango 's effect duration by 1 turn.
10401137	1	1	\N	1038	When main weapon (MC only): Spellbound Salsa no longer lowers max HP.
10401137	2	1	\N	1039	When main weapon (MC only): Extend Two to Tango 's effect duration by 1 turn.
10401138	1	1	\N	1038	When main weapon (MC only): Spellbound Salsa no longer lowers max HP.
10401138	2	1	\N	1039	When main weapon (MC only): Extend Two to Tango 's effect duration by 1 turn.
10401139	1	1	\N	1038	When main weapon (MC only): Spellbound Salsa no longer lowers max HP.
10401139	2	1	\N	1039	When main weapon (MC only): Extend Two to Tango 's effect duration by 1 turn.
10401140	1	1	\N	1038	When main weapon (MC only): Spellbound Salsa no longer lowers max HP.
10401140	2	1	\N	1039	When main weapon (MC only): Extend Two to Tango 's effect duration by 1 turn.
10401141	1	1	\N	1038	When main weapon (MC only): Spellbound Salsa no longer lowers max HP.
10401141	2	1	\N	1039	When main weapon (MC only): Extend Two to Tango 's effect duration by 1 turn.
10401142	1	1	\N	1040	When main weapon (MC only): Increase 'boost to dodge rate' effect.
10401142	2	1	\N	1041	This is the essence of greatness. Gain its power by using emblems.
10401143	1	1	\N	1040	When main weapon (MC only): Increase 'boost to dodge rate' effect.
10401143	2	1	\N	1041	This is the essence of greatness. Gain its power by using emblems.
10401144	1	1	\N	1040	When main weapon (MC only): Increase 'boost to dodge rate' effect.
10401144	2	1	\N	1041	This is the essence of greatness. Gain its power by using emblems.
10401145	1	1	\N	1040	When main weapon (MC only): Increase 'boost to dodge rate' effect.
10401145	2	1	\N	1041	This is the essence of greatness. Gain its power by using emblems.
10401146	1	1	\N	1040	When main weapon (MC only): Increase 'boost to dodge rate' effect.
10401146	2	1	\N	1041	This is the essence of greatness. Gain its power by using emblems.
10401147	1	1	\N	1040	When main weapon (MC only): Increase 'boost to dodge rate' effect.
10401147	2	1	\N	1041	This is the essence of greatness. Gain its power by using emblems.
10401148	1	1	\N	580	Big boost to water allies' critical hit rate
10401148	2	120	\N	1026	Supplement water allies' critical hit DMG
10401149	1	1	\N	1057	Big boost to light allies' healing cap
10401149	2	1	\N	1058	Medium boost to light allies' ATK and max HP
10401149	3	120	\N	1020	Small boost to light allies' DEF based on how low HP is
10401151	1	1	\N	898	Medium boost to water allies' ATK / Medium boost to triple attack rate
10401151	2	120	\N	1079	Medium boost to water allies' ATK
10401152	1	1	\N	1092	Big boost to wind allies' C.A. DMG
10401152	2	1	\N	841	Boost to wind allies' skill DMG cap
10401152	3	120	\N	212	Boost to wind allies' C.A. DMG cap
10401153	1	1	\N	60	Medium boost to fire allies' ATK and critical hit rate
10401153	2	1	\N	914	Boost to fire allies' C.A. DMG cap
10401153	3	120	\N	1070	Supplement fire allies' critical hit DMG
10401154	1	1	\N	1129	Boost to ATK based on how many daggers are equipped.
10401154	2	1	\N	1130	Boost to wind allies' multiattack rate based on how high their HP is
10401154	3	120	\N	1489	'When main weapon (MC only):' Starts battle with 30% Bonus Wind DMG . ('In Arcarum :' Active even when not main weapon and affects Wind allies.)
10401155	1	1	\N	1108	Supplement Dark allies' damage based on how high their HP is.
10401155	2	1	\N	1109	Medium boost to dark allies' dark ATK based on number of turns passed
10401156	1	1	\N	1112	Big boost to water allies' skill DMG cap / Big supplemental boost to skill DMG
10401156	2	150	\N	417	Small boost to water allies' ATK and max HP
10401157	1	1	\N	1197	'When main weapon (MC only):' 'Upon using first-slot skill:' 4-hit, 200% Light damage to all foes (Damage cap: ~425,000 per hit).
10401157	2	1	\N	1198	'When main weapon (MC only):' 'When normal attacking a foe whose Thunderstruck lvl is 5 or above:' 4-hit, 200% Light damage to all foes (Damage cap: ~187,000 per hit).
10401157	3	150	\N	139	Big boost to light allies' ATK and max HP
10401158	1	1	\N	373	Big boost to light allies' C.A. DMG
10401158	2	1	\N	1154	Boost to light allies' ATK for first 8 turns of battle
10401158	3	120	\N	1145	Supplement light allies' C.A. DMG based on how high their HP is
10401159	1	1	\N	1076	Supplement earth allies' DMG based on how low HP is
10401159	2	1	\N	1138	Boost to earth allies' multiattack rate based on how low their HP is
10401160	1	1	\N	1155	Big boost to earth allies' ATK / Take DMG worth 20% of max HP at battle start
10401160	2	1	\N	338	Small boost to earth allies' ATK based on how low HP is
10401160	3	120	\N	493	Small boost to earth allies' ATK
10401161	1	1	\N	354	Big boost to earth allies' C.A. DMG
10401161	2	1	\N	1162	Boost to earth allies' ATK for first 8 turns of battle
10401161	3	120	\N	5	Big boost to earth allies' ATK
10401162	1	1	\N	69	Big boost to wind allies' DEF based on how low HP is
10401162	2	1	\N	475	Medium boost to wind allies' max HP
10401162	3	120	\N	1246	Supplement wind allies' skill DMG
10401163	1	1	\N	782	Big boost to Dark allies' ATK
10401163	2	100	\N	1086	'When main weapon (MC only):' 20% boost to double attack rate and 10% boost to triple attack rate.
10401164	1	1	\N	1189	Big boost to earth allies' ATK / Take 5% damage every turn.
10401164	2	120	\N	418	Small boost to earth allies' ATK and max HP
10401165	1	1	\N	947	Medium boost to water allies' ATK and max HP
10401165	2	1	\N	541	Boost to water allies' skill DMG cap
10401165	3	120	\N	1326	Small boost to water allies' water ATK based on number of turns passed
10401166	1	1	\N	1234	When at least 4 weapons of the same weapon group are equipped: Boost to dark allies' ATK, DEF, and DMG cap
10401166	2	150	\N	375	Small boost to dark allies' ATK and max HP
10401167	1	1	\N	26	Big boost to dark allies' ATK
10401167	2	1	\N	262	Boost to dark allies' ATK for first 8 turns of battle
10401168	1	1	\N	1240	Supplement wind allies' DMG
10401168	2	1	\N	1129	Boost to ATK based on how many daggers are equipped
10401168	3	150	\N	1241	Boost to wind allies' DMG cap
10401169	1	1	\N	1259	Big boost to double attack rate for light allies
10401169	2	1	\N	48	Medium boost to light allies' ATK
10401171	1	1	\N	1266	Big boost to dark allies' ATK
10401171	2	1	\N	1267	'When main weapon (MC only):' 20% boost to C.A. damage.
10401172	1	1	\N	1269	30% boost to Wind's, Whirlwind's, and Ventosus's weapon skills
10401172	2	1	\N	780	Small boost to wind allies' ATK / Small boost to triple attack rate
10401172	3	150	\N	1270	Big amplifying boost to wind allies' normal attack DMG
10401173	1	1	\N	817	Big boost to earth allies' ATK
10401173	2	100	\N	1086	'When main weapon (MC only):' 20% boost to double attack rate and 10% boost to triple attack rate.
10401174	1	1	\N	892	Medium boost to light allies' ATK / Medium boost to triple attack rate
10401174	2	1	\N	138	Boost to light allies' skill DMG cap
10401175	1	1	\N	1275	'When either Light Omega or Light Optimus weapon skills have a boost of 280% or above:' 20% ATK boost to Light allies' ATK and 15% boost to Light allies' DEF.
10401175	2	120	\N	1276	10% boost to Light allies' charge attack damage cap and 5% boost to Light allies' normal attack damage cap.
10401176	1	1	\N	1275	'When either Light Omega or Light Optimus weapon skills have a boost of 280% or above:' 20% ATK boost to Light allies' ATK and 15% boost to Light allies' DEF.
10401176	2	120	\N	1276	10% boost to Light allies' charge attack damage cap and 5% boost to Light allies' normal attack damage cap.
10401177	1	1	\N	1189	Big boost to earth allies' ATK / Take 5% damage every turn.
10401177	2	120	\N	418	Small boost to earth allies' ATK and max HP
10401178	1	1	\N	1277	Supplement water allies' DMG
10401178	2	1	\N	1129	Boost to ATK based on how many daggers are equipped
10401178	3	150	\N	1074	Boost to Water allies' damage cap.
10401179	1	1	\N	130	Big boost to fire allies' ATK
10401179	2	100	\N	1075	'When main weapon (MC only):' 20% boost to C.A. damage.
10401180	1	1	\N	341	Massive boost to Fire allies' ATK.
10401180	2	100	\N	1290	'When main weapon upon triple attacks (MC only):' All Fire allies gain 10% Fire ATK Up (Stackable / Max: 30%) and Supplemental DMG (Stackable / Max: 30,000) .
10401190	1	1	\N	232	Small boost to water allies' ATK
10401190	2	1	\N	1026	Supplement water allies' critical hit DMG
10401190	3	120	\N	917	20% Bonus Water DMG effect to third hit of water allies' triple attacks
10401191	1	1	\N	5	Big boost to earth allies' ATK
10401191	2	1	\N	1162	Boost to earth allies' ATK for first 8 turns of battle
10401191	3	120	\N	383	Boost to earth allies' skill damage cap
10401192	1	1	\N	1333	Big boost to wind allies' skill DMG cap / Big supplemental boost to skill DMG
10401192	2	1	\N	1334	Small boost to wind allies' DEF based on how low HP is
10401193	1	1	\N	197	Big boost to wind allies' multiattack rate
10401193	2	1	\N	301	Slight chance to dodge and counter (medium DMG) for wind allies
10401194	1	1	\N	904	Medium boost to dark allies' ATK / Medium boost to triple attack rate
10401194	2	1	\N	1348	Small boost to dark allies' C.A. DMG
10401195	1	1	\N	1361	Medium boost to dark allies' critical hit rate and healing cap
10401195	2	1	\N	1362	Medium boost to dark allies' DEF based on how low HP is
10401196	1	1	\N	1363	Medium boost to light allies' C.A. DMG
10401196	2	1	\N	791	Medium boost to light allies' light ATK based on number of turns passed
10401196	3	120	\N	1509	Small boost to light allies' max HP and healing cap
10401197	1	1	\N	1414	20% boost to Oceansoul's weapon skills
10401197	2	1	\N	1355	Big boost to water allies' ATK
10401197	3	120	\N	1415	Boost to ATK and DMG cap based on how many weapons with Oceansoul's weapon skills are equipped
10401198	1	1	\N	817	Big boost to earth allies' ATK
10401198	2	100	\N	1082	'When main weapon (MC only):' 20% boost to skill damage.
10401199	1	1	\N	126	Massive boost to Earth allies' ATK.
10401199	2	100	\N	1440	'When main weapon (MC only): At end of turn if MC used a charge attack that turn:' 1-turn cut to MC's skill cooldowns. Gain Charge Bar +20% .
10401200	1	1	\N	0	Big boost to fire allies' ATK
10401200	2	1	\N	1444	Small boost to fire allies' triple attack rate and critical hit rate
10401201	1	1	\N	1129	Boost to ATK based on how many daggers are equipped.
10401201	2	100	\N	1446	Boost to ATK , multiattack rate, C.A. specs, and DMG cap. (Boost to specs for dagger-specialty allies.)
10401201	3	150	\N	1305	30% boost to ATK , 25% boost to DEF, and 30% boost to max HP for all allies.
10401202	1	1	\N	1462	Small boost to dark allies' max HP and healing cap
10401202	2	1	\N	1109	Medium boost to dark allies' dark ATK based on number of turns passed
10401202	3	120	\N	1077	Supplement dark allies' skill DMG
10401203	1	1	\N	1475	'When main weapon while Banquet is in effect (MC only / Requires an auxiliary weapon / Requires Couteau Royal set as a skill):' Activate Couteau Royal after normal attacks.
10401203	2	1	\N	1476	'When main weapon (MC only / Requires an auxiliary weapon):' Boost to Parfait d'Amour 's specs. ('Based on foe's Surplus Bounty lvl:' Extend Parfait d'Amour 's duration. Further boost Parfait d'Amour 's attack specs and supplement skill damage.)
10401203	3	1	\N	1477	'When main weapon upon activating' The King's Smarts '(MC only / Requires an auxiliary weapon):' 8-hit superior Elemental damage to random foes (Damage cap: ~50,000 per hit). Inflict Supplemental DMG (30,000) on all foes.
10401204	1	1	\N	1475	'When main weapon while Banquet is in effect (MC only / Requires an auxiliary weapon / Requires Couteau Royal set as a skill):' Activate Couteau Royal after normal attacks.
10401204	2	1	\N	1476	'When main weapon (MC only / Requires an auxiliary weapon):' Boost to Parfait d'Amour 's specs. ('Based on foe's Surplus Bounty lvl:' Extend Parfait d'Amour 's duration. Further boost Parfait d'Amour 's attack specs and supplement skill damage.)
10401204	3	1	\N	1477	'When main weapon upon activating' The King's Smarts '(MC only / Requires an auxiliary weapon):' 8-hit superior Elemental damage to random foes (Damage cap: ~50,000 per hit). Inflict Supplemental DMG (30,000) on all foes.
10401205	1	1	\N	1475	'When main weapon while Banquet is in effect (MC only / Requires an auxiliary weapon / Requires Couteau Royal set as a skill):' Activate Couteau Royal after normal attacks.
10401205	2	1	\N	1476	'When main weapon (MC only / Requires an auxiliary weapon):' Boost to Parfait d'Amour 's specs. ('Based on foe's Surplus Bounty lvl:' Extend Parfait d'Amour 's duration. Further boost Parfait d'Amour 's attack specs and supplement skill damage.)
10401205	3	1	\N	1477	'When main weapon upon activating' The King's Smarts '(MC only / Requires an auxiliary weapon):' 8-hit superior Elemental damage to random foes (Damage cap: ~50,000 per hit). Inflict Supplemental DMG (30,000) on all foes.
10401206	1	1	\N	1475	'When main weapon while Banquet is in effect (MC only / Requires an auxiliary weapon / Requires Couteau Royal set as a skill):' Activate Couteau Royal after normal attacks.
10401206	2	1	\N	1476	'When main weapon (MC only / Requires an auxiliary weapon):' Boost to Parfait d'Amour 's specs. ('Based on foe's Surplus Bounty lvl:' Extend Parfait d'Amour 's duration. Further boost Parfait d'Amour 's attack specs and supplement skill damage.)
10401206	3	1	\N	1477	'When main weapon upon activating' The King's Smarts '(MC only / Requires an auxiliary weapon):' 8-hit superior Elemental damage to random foes (Damage cap: ~50,000 per hit). Inflict Supplemental DMG (30,000) on all foes.
10401207	1	1	\N	1475	'When main weapon while Banquet is in effect (MC only / Requires an auxiliary weapon / Requires Couteau Royal set as a skill):' Activate Couteau Royal after normal attacks.
10401207	2	1	\N	1476	'When main weapon (MC only / Requires an auxiliary weapon):' Boost to Parfait d'Amour 's specs. ('Based on foe's Surplus Bounty lvl:' Extend Parfait d'Amour 's duration. Further boost Parfait d'Amour 's attack specs and supplement skill damage.)
10401207	3	1	\N	1477	'When main weapon upon activating' The King's Smarts '(MC only / Requires an auxiliary weapon):' 8-hit superior Elemental damage to random foes (Damage cap: ~50,000 per hit). Inflict Supplemental DMG (30,000) on all foes.
10401208	1	1	\N	1475	'When main weapon while Banquet is in effect (MC only / Requires an auxiliary weapon / Requires Couteau Royal set as a skill):' Activate Couteau Royal after normal attacks.
10401208	2	1	\N	1476	'When main weapon (MC only / Requires an auxiliary weapon):' Boost to Parfait d'Amour 's specs. ('Based on foe's Surplus Bounty lvl:' Extend Parfait d'Amour 's duration. Further boost Parfait d'Amour 's attack specs and supplement skill damage.)
10401208	3	1	\N	1477	'When main weapon upon activating' The King's Smarts '(MC only / Requires an auxiliary weapon):' 8-hit superior Elemental damage to random foes (Damage cap: ~50,000 per hit). Inflict Supplemental DMG (30,000) on all foes.
10401209	1	1	\N	817	Big boost to earth allies' ATK
10401209	2	100	\N	1086	'When main weapon (MC only):' 20% boost to double attack rate and 10% boost to triple attack rate.
10401210	1	1	\N	706	Medium boost to dark allies' max HP and debuff resistance
10401210	2	1	\N	465	Medium boost to dark allies' DEF based on how low HP is
10401211	1	1	\N	225	Medium boost to fire allies' ATK
10401211	2	1	\N	1487	Boost to fire allies' normal attack DMG cap
10401212	1	1	\N	615	Small boost to wind allies' ATK
10401212	2	1	\N	836	Medium boost to wind allies' multiattack rate
10401212	3	120	\N	919	20% Bonus Wind DMG effect to third hit of wind allies' triple attacks
10401213	1	1	\N	1515	'When main weapon (MC only):' Increase Wild Magica 's specs. (Consumes 10% less charge bar for each Crest of MC's element [Max: 50%].)
10401213	2	1	\N	1516	'When main weapon (MC only):' Increase Secret Triad 's specs. ('Upon cast:' All allies gain 10% DMG Amplified , 50% DA Up , and 20% TA Up .)
10401213	3	1	\N	1517	'When main weapon (MC only):' Increase Overtrance 's specs. ('Upon cast:' Gain 50% Skill DMG Up , 20% Skill DMG Cap Up , 150% C.A. DMG Up , 90% C.A. DMG Cap Up , and 30% Special C.A. DMG Cap Up .)
10401214	1	1	\N	1515	'When main weapon (MC only):' Increase Wild Magica 's specs. (Consumes 10% less charge bar for each Crest of MC's element [Max: 50%].)
10401214	2	1	\N	1516	'When main weapon (MC only):' Increase Secret Triad 's specs. ('Upon cast:' All allies gain 10% DMG Amplified , 50% DA Up , and 20% TA Up .)
10401214	3	1	\N	1517	'When main weapon (MC only):' Increase Overtrance 's specs. ('Upon cast:' Gain 50% Skill DMG Up , 20% Skill DMG Cap Up , 150% C.A. DMG Up , 90% C.A. DMG Cap Up , and 30% Special C.A. DMG Cap Up .)
10401215	1	1	\N	1515	'When main weapon (MC only):' Increase Wild Magica 's specs. (Consumes 10% less charge bar for each Crest of MC's element [Max: 50%].)
10401215	2	1	\N	1516	'When main weapon (MC only):' Increase Secret Triad 's specs. ('Upon cast:' All allies gain 10% DMG Amplified , 50% DA Up , and 20% TA Up .)
10401215	3	1	\N	1517	'When main weapon (MC only):' Increase Overtrance 's specs. ('Upon cast:' Gain 50% Skill DMG Up , 20% Skill DMG Cap Up , 150% C.A. DMG Up , 90% C.A. DMG Cap Up , and 30% Special C.A. DMG Cap Up .)
10401216	1	1	\N	1515	'When main weapon (MC only):' Increase Wild Magica 's specs. (Consumes 10% less charge bar for each Crest of MC's element [Max: 50%].)
10401216	2	1	\N	1516	'When main weapon (MC only):' Increase Secret Triad 's specs. ('Upon cast:' All allies gain 10% DMG Amplified , 50% DA Up , and 20% TA Up .)
10401216	3	1	\N	1517	'When main weapon (MC only):' Increase Overtrance 's specs. ('Upon cast:' Gain 50% Skill DMG Up , 20% Skill DMG Cap Up , 150% C.A. DMG Up , 90% C.A. DMG Cap Up , and 30% Special C.A. DMG Cap Up .)
10401217	1	1	\N	1515	'When main weapon (MC only):' Increase Wild Magica 's specs. (Consumes 10% less charge bar for each Crest of MC's element [Max: 50%].)
10401217	2	1	\N	1516	'When main weapon (MC only):' Increase Secret Triad 's specs. ('Upon cast:' All allies gain 10% DMG Amplified , 50% DA Up , and 20% TA Up .)
10401217	3	1	\N	1517	'When main weapon (MC only):' Increase Overtrance 's specs. ('Upon cast:' Gain 50% Skill DMG Up , 20% Skill DMG Cap Up , 150% C.A. DMG Up , 90% C.A. DMG Cap Up , and 30% Special C.A. DMG Cap Up .)
10401218	1	1	\N	1515	'When main weapon (MC only):' Increase Wild Magica 's specs. (Consumes 10% less charge bar for each Crest of MC's element [Max: 50%].)
10401218	2	1	\N	1516	'When main weapon (MC only):' Increase Secret Triad 's specs. ('Upon cast:' All allies gain 10% DMG Amplified , 50% DA Up , and 20% TA Up .)
10401218	3	1	\N	1517	'When main weapon (MC only):' Increase Overtrance 's specs. ('Upon cast:' Gain 50% Skill DMG Up , 20% Skill DMG Cap Up , 150% C.A. DMG Up , 90% C.A. DMG Cap Up , and 30% Special C.A. DMG Cap Up .)
10401219	1	1	\N	1526	Big boost to water allies' multiattack rate
10401219	2	1	\N	4	Medium boost to water allies' critical hit rate
10401219	3	120	\N	232	Small boost to water allies' ATK
10401220	1	1	\N	912	Medium boost to light allies' multiattack rate
10401220	2	1	\N	1535	Boost to light allies' normal attack DMG cap
10401220	3	120	\N	48	Medium boost to light allies' ATK
10401221	1	1	\N	1559	Medium boost to water allies' double attack rate and critical hit rate
10401221	2	1	\N	1030	Medium boost to water allies' healing cap
10401222	1	1	\N	1563	Big boost to dark allies' ATK / Take 5% damage every turn
10401222	2	1	\N	512	Medium boost to dark allies' max HP
10402000	1	1	\N	222	Medium boost to light allies' critical hit rate
10402000	2	1	\N	223	Slight chance to dodge and counter (medium DMG) for light allies
10402002	1	1	\N	0	Big boost to fire allies' ATK
10402002	2	120	\N	224	Massive boost to your double attack rate
10402003	1	1	\N	225	Medium boost to fire allies' ATK
10402003	2	1	\N	84	Medium boost to fire allies' max HP
10402003	3	120	\N	226	When main weapon (MC Only): Medium boost to critical hit rate.
10402007	1	1	\N	26	Big boost to dark allies' ATK
10402007	1	101	\N	78	Big boost to dark allies' ATK
10402007	2	120	\N	227	Medium boost to dark allies' ATK based on how low HP is
10402008	1	1	\N	155	Big boost to wind allies' max HP
10402008	2	1	\N	11	Big boost to light allies' max HP
10402008	3	120	\N	228	Boost to Wind allies' debuff success rate.
10402009	1	60	\N	868	Big boost to Fire allies' Fire ATK based on number of turns passed
10402009	2	100	\N	230	'When main weapon (MC only):' Every superior elemental attack will be a critical hit.
10402009	2	150	\N	231	'When main weapon (MC only):' Every superior elemental attack will be a critical hit. 20% boost to all allies' critical hit damage cap.
10402009	3	200	\N	771	Medium boost to Fire allies' critical hit rate
10402012	1	1	\N	17	Big boost to water allies' max HP
10402012	2	120	\N	232	Small boost to water allies' ATK
10402013	1	1	\N	13	Big boost to wind allies' ATK
10402014	1	1	\N	0	Big boost to fire allies' ATK
10402014	2	120	\N	233	Small boost to fire allies' critical hit rate
10402015	1	1	\N	1364	Medium boost to wind allies' max HP
10402016	1	1	\N	7	Big boost to light allies' ATK
10402017	1	1	\N	5	Big boost to earth allies' ATK
10402017	2	120	\N	235	5% boost to skill DMG cap for earth allies
10402018	1	1	\N	2	Big boost to water allies' ATK
10402019	1	1	\N	1365	Big boost to dark allies' ATK
10402019	2	1	\N	213	Big boost to wind allies' ATK based on how low HP is
10402020	1	1	\N	26	Big boost to dark allies' ATK
10402021	1	1	\N	7	Big boost to light allies' ATK
10402022	1	1	\N	0	Big boost to fire allies' ATK
10402023	1	1	\N	2	Big boost to water allies' ATK
10402024	1	1	\N	13	Big boost to wind allies' ATK
10402025	1	1	\N	5	Big boost to earth allies' ATK
10402026	1	1	\N	7	Big boost to light allies' ATK
10402027	1	1	\N	26	Big boost to dark allies' ATK
10402028	1	1	\N	23	Big boost to dark allies' max HP
10402028	2	1	\N	13	Big boost to wind allies' ATK
10402029	1	1	\N	7	Big boost to light allies' ATK
10402030	1	1	\N	237	Restore 10% HP upon using Drive It In , Drive It In II , and Thunder on the Water (Healing cap: 750).
10402030	2	1	\N	238	Inflict Gravity upon casting Resonating Surge .
10402031	1	1	\N	0	Big boost to fire allies' ATK
10402032	1	1	\N	2	Big boost to water allies' ATK
10402033	1	1	\N	13	Big boost to wind allies' ATK
10402034	1	1	\N	5	Big boost to earth allies' ATK
10402035	1	1	\N	7	Big boost to light allies' ATK
10402036	1	1	\N	26	Big boost to dark allies' ATK
10402037	1	1	\N	239	Boost to Erunes' ATK. (Also affects Primal and Other allies.)
10402038	1	1	\N	9	Big boost to earth allies' max HP
10402039	1	1	\N	240	Big boost to fire allies' critical hit rate
10402039	2	1	\N	25	Small boost to fire allies' ATK based on how low HP is
10402039	3	120	\N	241	When main weapon (MC only): Massive boost to multiattack rate.
10402040	1	1	\N	13	Big boost to wind allies' ATK
10402040	1	101	\N	242	Big boost to wind allies' ATK
10402041	1	1	\N	225	Medium boost to fire allies' ATK
10402041	2	1	\N	243	Small boost to fire allies' max HP
10402042	1	1	\N	237	Restore 10% HP upon using Drive It In , Drive It In II , and Thunder on the Water (Healing cap: 750).
10402042	2	1	\N	238	Inflict Gravity upon casting Resonating Surge .
10402043	1	1	\N	237	Restore 10% HP upon using Drive It In , Drive It In II , and Thunder on the Water (Healing cap: 750).
10402043	2	1	\N	238	Inflict Gravity upon casting Resonating Surge .
10402044	1	1	\N	237	Restore 10% HP upon using Drive It In , Drive It In II , and Thunder on the Water (Healing cap: 750).
10402044	2	1	\N	238	Inflict Gravity upon casting Resonating Surge .
10402045	1	1	\N	237	Restore 10% HP upon using Drive It In , Drive It In II , and Thunder on the Water (Healing cap: 750).
10402045	2	1	\N	238	Inflict Gravity upon casting Resonating Surge .
10402046	1	1	\N	237	Restore 10% HP upon using Drive It In , Drive It In II , and Thunder on the Water (Healing cap: 750).
10402046	2	1	\N	238	Inflict Gravity upon casting Resonating Surge .
10402047	1	1	\N	237	Restore 10% HP upon using Drive It In , Drive It In II , and Thunder on the Water (Healing cap: 750).
10402047	2	1	\N	238	Inflict Gravity upon casting Resonating Surge .
10402048	1	1	\N	237	Restore 10% HP upon using Drive It In , Drive It In II , and Thunder on the Water (Healing cap: 750).
10402048	2	1	\N	238	Inflict Gravity upon casting Resonating Surge .
10402049	1	1	\N	225	Medium boost to fire allies' ATK
10402049	2	1	\N	233	Small boost to fire allies' critical hit rate
10402050	1	1	\N	244	Medium boost to water allies' ATK
10402050	2	1	\N	245	Small boost to water allies' max HP
10402051	1	1	\N	1366	Big boost to water allies' critical hit rate
10402052	1	1	\N	247	Boost to wind allies' ATK for first 8 turns of battle
10402052	2	1	\N	248	Big boost to wind allies' ATK / 10% cut to wind allies' max HP
10402053	1	1	\N	249	Boost to wind allies' ATK for first 8 turns of battle
10402053	2	1	\N	196	Big boost to wind allies' ATK / 10% cut to wind allies' max HP
10402054	1	1	\N	250	Boost to Erunes' and Draphs' ATK and HP. (Also affects Primal and Other allies.)
10402054	2	200	\N	1097	Boost to all allies' ATK based on number of Erunes and Draphs in party.
10402054	3	200	\N	1097	Boost to all allies' ATK based on number of Erunes and Draphs in party. (Also counts Primal and Other allies.)
10402055	1	60	\N	888	Big boost to Water allies' Water ATK based on number of turns passed
10402055	2	100	\N	230	'When main weapon (MC only):' Every superior elemental attack will be a critical hit.
10402055	2	150	\N	231	'When main weapon (MC only):' Every superior elemental attack will be a critical hit. 20% boost to all allies' critical hit damage cap.
10402055	3	200	\N	4	Medium boost to Water allies' critical hit rate
10402056	1	60	\N	889	Big boost to Earth allies' Earth ATK based on number of turns passed
10402056	2	100	\N	230	'When main weapon (MC only):' Every superior elemental attack will be a critical hit.
10402056	2	150	\N	231	'When main weapon (MC only):' Every superior elemental attack will be a critical hit. 20% boost to all allies' critical hit damage cap.
10402056	3	200	\N	172	Medium boost to Earth allies' critical hit rate
10402057	1	60	\N	890	Big boost to Wind allies' Wind ATK based on number of turns passed
10402057	2	100	\N	230	'When main weapon (MC only):' Every superior elemental attack will be a critical hit.
10402057	2	150	\N	231	'When main weapon (MC only):' Every superior elemental attack will be a critical hit. 20% boost to all allies' critical hit damage cap.
10402057	3	200	\N	263	Medium boost to Wind allies' critical hit rate
10402058	1	60	\N	891	Big boost to Light allies' Light ATK based on number of turns passed
10402058	2	100	\N	230	'When main weapon (MC only):' Every superior elemental attack will be a critical hit.
10402058	2	150	\N	231	'When main weapon (MC only):' Every superior elemental attack will be a critical hit. 20% boost to all allies' critical hit damage cap.
10402058	3	200	\N	222	Medium boost to Light allies' critical hit rate
10402059	1	60	\N	846	Big boost to Dark allies' Dark ATK based on number of turns passed
10402059	2	100	\N	230	'When main weapon (MC only):' Every superior elemental attack will be a critical hit.
10402059	2	150	\N	231	'When main weapon (MC only):' Every superior elemental attack will be a critical hit. 20% boost to all allies' critical hit damage cap.
10402059	3	200	\N	333	Medium boost to Dark allies' critical hit rate
10402065	1	1	\N	26	Big boost to dark allies' ATK
10402065	2	1	\N	252	Dark allies gain ATK Up (Stackable) upon taking damage.
10402066	1	1	\N	253	Big boost to light allies' multiattack rate
10402066	2	1	\N	254	Small boost to light allies' ATK based on how low HP is
10402067	1	1	\N	48	Medium boost to light allies' ATK
10402067	2	1	\N	215	Medium boost to light allies' double attack rate and critical hit rate
10402068	1	1	\N	255	Big Boost to fire allies' ATK / 10% cut to fire allies' max HP
10402068	2	1	\N	187	Big boost to fire allies' multiattack rate
10402069	1	1	\N	256	5% boost to Rank EXP
10402070	1	1	\N	257	Big boost to light allies' ATK
10402070	1	120	\N	258	Massive boost to light allies' ATK
10402070	2	150	\N	259	Medium boost to light allies' ATK based on how high HP is
10402071	1	1	\N	5	Big boost to earth allies' ATK
10402071	2	1	\N	39	Boost to DEF for earth allies for first 8 turns of battle
10402072	1	1	\N	260	Big boost to Earth allies' ATK
10402072	2	1	\N	261	Lessen Water DMG for all allies
